PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
C;43;County capital;Owner without mortgage;University;married;2;0;5153.5;20;25;Public administration and defence;between 251-500;12;False;0;0;0;0;0;0;0;0
B;22;County capital;Living with family;University;single;1;0;834.5;1;14;Wholesale and retail trade;between 501-1.000;1;False;0;0;0;0;0;0;0;0
C;21;County capital;Living with family;University;single;1;0;838.9975;2;2;Human health and social work activities;> 1.000;2;False;0;0;0;0;0;0;0;0
C;56;County capital;Owner without mortgage;University;divorced;1;0;1226.0;26;26;Education;> 1.000;1;True;1;0;0;0;0;0;0;0
F;44;County capital;Living with family;Highschool;single;1;0;3177.0;2;2;Other;between 101-250;2;False;0;0;0;0;0;0;0;0
C;38;County capital;Owner without mortgage;Post secondary school;married;2;0;1076.6375;8;25;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
C;37;County capital;Living with family;University;married;2;0;1130.7475;5;12;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
B;38;Rural area;Owner without mortgage;Missing;married;3;1;1549.5;3;14;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;25;Rural area;Owner without mortgage;Post secondary school;single;1;0;1172.1525;4;15;Manufacturing;> 1.000;1;False;1;0;0;0;0;0;0;0
C;57;Rural area;Owner without mortgage;Vocational school;divorced;1;0;878.12;10;10;Manufacturing;between 251-500;2;False;0;0;0;0;0;0;0;1
C;48;County capital;Owner without mortgage;University;married;2;0;2033.0;26;27;Other;between 101-250;1;False;0;0;0;0;0;0;0;0
C;63;County capital;Owner without mortgage;Vocational school;married;2;0;710.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;married;3;1;2070.0;8;22;Public administration and defence;> 1.000;8;False;0;0;0;0;1;0;0;0
C;66;Urban area;Owner without mortgage;Highschool;single;1;0;1113.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
F;27;County capital;Owner without mortgage;University;married;2;0;1397.48;2;16;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
C;65;County capital;Owner without mortgage;Highschool;married;2;0;966.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;47;Rural area;Owner without mortgage;Highschool;married;2;0;1748.0;5;16;Missing;Missing;13;True;1;0;0;0;1;0;0;0
B;42;Rural area;Owner without mortgage;Highschool;single;1;0;1091.0;6;8;Manufacturing;between 251-500;1;False;1;0;0;0;0;0;0;0
B;39;County capital;Owner without mortgage;University;married;2;0;1005.66;5;11;Other;between 21-50;1;True;1;0;1;0;0;0;0;0
C;52;Urban area;Owner without mortgage;Vocational school;married;4;2;1318.0;14;24;Manufacturing;between 501-1.000;12;False;0;0;0;0;1;0;0;0
F;31;County capital;Living with family;Post-graduate;single;1;0;1435.0;4;67;Education;> 1.000;2;False;0;0;0;0;0;0;0;0
B;46;Urban area;Owner without mortgage;University;married;3;1;1849.77;2;13;Manufacturing;> 1.000;11;False;0;0;0;0;0;0;0;0
C;48;County capital;Owner with mortgage;University;single;1;0;4782.5;10;62;Financial and insurance activities;between 11-20;14;True;1;0;0;0;0;0;0;0
F;31;Rural area;Living with family;University;married;2;0;1947.6;3;3;Other;between 0-10;9;True;1;0;0;0;0;0;0;0
F;35;County capital;Owner with mortgage;Post secondary school;married;3;1;1196.06;10;15;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;27;Urban area;Owner without mortgage;University;married;2;0;1127.35;2;17;Manufacturing;> 1.000;1;False;1;0;0;0;0;0;0;0
F;39;Urban area;Living with family;Missing;married;3;1;1924.0;9;47;Public administration and defence;between 501-1.000;12;True;1;0;0;0;0;0;0;0
C;60;Urban area;Owner without mortgage;Highschool;married;2;0;1312.0;5;16;Missing;Missing;2;True;1;0;0;0;0;1;0;0
B;60;Rural area;Owner without mortgage;Post secondary school;married;2;0;1041.0;5;16;Missing;Missing;12;False;0;0;0;0;0;0;0;0
F;36;County capital;Living with family;Post-graduate;single;1;0;1876.6;4;13;Human health and social work activities;between 51-100;2;False;0;0;0;0;0;0;0;0
C;36;Rural area;Owner without mortgage;University;married;2;0;1049.16;2;16;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;24;Urban area;Living with family;Post secondary school;single;1;0;1169.0;4;11;Manufacturing;between 251-500;5;True;1;0;0;0;0;0;0;0
F;46;Rural area;Living with family;Post secondary school;married;2;0;1306.4775;1;12;Manufacturing;between 501-1.000;2;False;0;0;0;0;0;0;0;0
C;22;Urban area;Living with family;Post secondary school;single;1;0;1217.5725;1;12;Manufacturing;between 501-1.000;3;False;0;0;0;0;0;0;0;1
B;37;Rural area;Owner without mortgage;Highschool;married;4;2;1887.0;8;11;Public administration and defence;> 1.000;10;False;1;0;0;0;1;0;0;0
F;47;Rural area;Living with family;Highschool;married;3;1;3492.65;24;24;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
C;46;Rural area;Owner without mortgage;Vocational school;married;2;0;1800.0;10;23;Real estate activities;between 21-50;1;False;0;0;0;0;0;0;0;0
F;41;County capital;Living with family;Other;married;2;0;2756.0;7;42;Missing;between 501-1.000;11;False;0;0;0;0;1;0;0;0
E;41;Rural area;Owner without mortgage;Post secondary school;married;2;0;1298.8;1;8;Manufacturing;between 501-1.000;1;True;1;0;1;0;0;0;0;0
B;52;Rural area;Owner with mortgage;University;married;2;0;2238.0;3;3;Electricity and gas;> 1.000;1;True;1;0;1;0;0;0;0;0
C;29;County capital;Living with family;Other;single;1;0;1254.26;2;17;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
F;41;Urban area;Owner without mortgage;University;married;2;0;1546.5;11;21;Wholesale and retail trade;between 501-1.000;2;False;0;0;0;0;0;0;0;0
F;48;County capital;Owner without mortgage;University;married;3;1;3719.0;1;24;Information and communication;between 0-10;2;False;0;0;0;0;0;0;0;0
C;62;County capital;Owner without mortgage;Highschool;widow;1;0;1091.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;60;Rural area;Living with family;Highschool;single;1;0;914.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
B;28;Urban area;Living with family;Post-graduate;single;1;0;698.0;3;14;Wholesale and retail trade;between 21-50;9;False;0;0;0;0;0;0;0;0
C;68;County capital;Owner without mortgage;University;single;1;0;1217.0;5;16;Missing;Missing;10;False;0;0;0;0;0;0;0;0
F;27;County capital;Owner without mortgage;University;single;1;0;3197.0;2;13;Wholesale and retail trade;> 1.000;8;True;1;0;0;0;0;0;0;0
F;26;Rural area;Living with family;University;single;1;0;2736.315;5;13;Manufacturing;> 1.000;2;True;1;0;0;0;0;0;0;0
C;61;Urban area;Living with family;Highschool;divorced;1;0;1321.0;5;16;Missing;Missing;8;False;0;0;0;0;1;0;0;0
C;64;Rural area;Owner without mortgage;Vocational school;married;2;0;750.0;5;16;Missing;Missing;2;False;1;0;0;0;0;0;0;0
B;25;Rural area;Living with family;College;single;1;0;1027.1;3;12;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;65;County capital;Owner without mortgage;University;divorced;1;0;1916.0;5;16;Missing;Missing;15;True;1;0;0;0;0;0;0;0
C;65;Rural area;Owner without mortgage;Other;married;2;0;1255.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
F;39;Rural area;Living with family;Post secondary school;single;1;0;856.5;2;25;Manufacturing;> 1.000;2;True;1;0;0;0;0;0;0;0
C;60;Rural area;Owner without mortgage;Highschool;single;1;0;954.0;12;20;Construction;between 251-500;8;False;0;0;0;0;1;0;0;0
C;64;Rural area;Owner without mortgage;Vocational school;widow;1;0;1354.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
B;65;County capital;Owner without mortgage;University;divorced;1;0;1256.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Vocational school;divorced;1;0;1106.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;46;Rural area;Living with family;Vocational school;single;1;0;719.75;15;66;Manufacturing;between 101-250;10;False;0;0;0;0;1;0;0;0
C;31;County capital;Living with family;Other;single;1;0;697.0;11;47;Human health and social work activities;between 21-50;1;False;0;0;0;0;0;0;0;0
F;50;County capital;Owner without mortgage;Highschool;married;2;0;1773.255;18;18;Mining and quarrying;> 1.000;2;False;0;0;0;0;0;0;0;0
C;27;Rural area;Owner without mortgage;Post-graduate;married;2;1;1266.15;2;11;Manufacturing;between 21-50;2;False;0;0;0;0;0;0;0;0
C;66;Rural area;Owner without mortgage;Highschool;married;2;0;926.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;68;County capital;Living with family;Vocational school;divorced;1;0;943.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
F;31;Rural area;Living with family;Missing ;married;2;0;1144.0;11;22;Missing;between 21-50;12;False;0;0;0;0;1;0;0;0
C;28;County capital;Living with family;Highschool;single;1;0;1218.0;2;3;Other;> 1.000;1;False;0;0;0;0;0;0;0;0
B;30;County capital;Living with family;University;single;1;0;3400.015;2;9;Wholesale and retail trade;between 0-10;6;False;0;0;0;0;0;0;0;0
B;28;Urban area;Living with family;University;married;2;0;792.0;3;22;Education;between 21-50;9;True;1;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;University;married;2;0;1298.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;51;Rural area;Living with family;Highschool;married;1;0;1076.4475;4;24;Manufacturing;between 251-500;1;False;0;0;0;0;0;0;0;0
C;33;Urban area;Living with family;Missing;single;1;0;805.66;3;5;Water supply;between 21-50;2;False;0;0;0;0;0;0;0;1
C;38;Urban area;Owner without mortgage;Highschool;married;3;3;2152.0;11;19;Public administration and defence;between 251-500;11;False;0;0;0;0;1;0;0;0
C;45;County capital;Owner without mortgage;Highschool;married;2;0;1205.5;2;13;Other;between 251-500;2;True;1;0;0;0;0;0;0;1
C;65;County capital;Owner without mortgage;Highschool;married;2;0;1271.0;5;16;Missing;Missing;9;False;0;0;0;0;0;0;0;0
E;65;County capital;Owner without mortgage;Highschool;married;2;0;954.0;5;16;Missing;Missing;12;True;1;0;0;0;0;0;0;0
C;44;Rural area;Owner without mortgage;Highschool;single;1;0;708.0;6;50;Wholesale and retail trade;between 101-250;1;True;1;0;0;0;0;0;0;0
E;45;Rural area;Owner without mortgage;Post-graduate;married;2;0;1410.0;25;56;Education;between 21-50;1;True;1;0;1;0;1;0;0;0
F;28;County capital;Living with family;University;single;1;0;4000.0;7;10;Professional, scientific and technical activities;between 21-50;2;False;0;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;single;1;0;1388.7475;4;21;Water supply;between 251-500;8;False;0;0;0;0;0;0;0;0
C;45;Rural area;Owner without mortgage;Highschool;single;1;0;652.0;5;22;Construction;between 101-250;2;False;0;0;0;0;0;0;0;0
C;24;Urban area;Owner without mortgage;Post secondary school;single;2;1;799.67;2;21;Manufacturing;between 251-500;2;True;1;0;1;0;0;0;0;0
C;37;Urban area;Owner without mortgage;Vocational school;married;4;2;1339.2825;7;24;Water supply;between 501-1.000;1;False;0;0;0;0;0;0;0;0
F;34;Rural area;Owner without mortgage;University;single;1;0;975.0;11;21;Public administration and defence;between 21-50;9;False;0;0;0;0;0;0;0;0
C;29;County capital;Owner without mortgage;Highschool;married;3;1;697.0;4;11;Other;> 1.000;2;False;0;0;0;0;0;0;0;0
C;44;County capital;Living with family;Highschool;single;1;0;1230.0;4;11;Manufacturing;between 21-50;1;False;0;0;0;0;0;0;0;1
B;41;Rural area;Living with family;Post secondary school;single;1;0;1396.5;4;16;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;married;2;0;1167.4975;6;21;Information and communication;> 1.000;9;False;0;0;0;0;0;0;0;0
C;26;Urban area;Living with family;Middle school;married;3;1;1072.25;2;9;Manufacturing;between 251-500;9;True;1;0;0;0;0;0;0;0
E;30;Urban area;Living with family;Post-graduate;single;1;0;1218.0;2;16;Information and communication;between 21-50;1;True;1;0;0;0;0;0;0;0
C;35;Urban area;Owner without mortgage;University;single;1;0;1124.8;5;105;Missing;between 21-50;7;True;1;0;0;0;1;0;0;0
E;36;County capital;Owner without mortgage;Other;divorced;2;0;1809.0;3;47;Education;between 21-50;1;True;1;0;0;0;0;0;0;0
E;33;County capital;Owner without mortgage;University;divorced;1;1;1096.0;1;24;Wholesale and retail trade;> 1.000;1;True;1;0;1;0;0;0;0;1
C;31;County capital;Living with family;Post-graduate;married;3;1;2000.0;4;9;Information and communication;between 51-100;11;False;0;0;0;0;0;0;0;0
C;47;County capital;Owner without mortgage;Vocational school;divorced;1;0;2190.0;11;49;Human health and social work activities;> 1.000;1;True;1;0;0;0;0;0;0;0
C;67;County capital;Owner without mortgage;Highschool;single;1;0;1593.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;68;Rural area;Living with family;Highschool;married;2;0;755.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;66;County capital;Owner without mortgage;Missing;widow;1;0;763.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;66;County capital;Owner without mortgage;Missing;married;2;0;4772.0;5;16;Missing;Missing;9;False;0;0;0;0;0;0;0;0
C;25;County capital;Living with family;Other;single;1;0;1340.0;2;12;Other;> 1.000;2;True;1;0;1;0;0;0;0;0
C;50;County capital;Owner without mortgage;Highschool;married;2;0;1140.0;14;45;Human health and social work activities;> 1.000;1;True;1;0;0;0;0;0;0;0
B;35;County capital;Owner without mortgage;University;married;2;0;1093.5;12;22;Public administration and defence;between 251-500;13;False;0;0;0;0;0;0;0;0
F;29;County capital;Living with family;Vocational school;married;2;0;1049.2525;2;18;Manufacturing;> 1.000;1;False;1;0;0;0;0;0;0;0
B;36;Rural area;Owner without mortgage;University;married;3;1;818.67;2;10;Manufacturing;between 501-1.000;2;True;1;0;1;0;0;0;0;0
F;31;County capital;Owner without mortgage;University;single;1;0;1897.0;8;23;Public administration and defence;between 501-1.000;12;True;1;0;0;0;0;0;0;0
C;43;Urban area;Owner without mortgage;Post secondary school;married;3;1;1459.0;14;20;Manufacturing;between 251-500;12;False;0;0;0;0;1;0;0;0
C;58;Urban area;Living with family;University;widow;1;0;1005.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
F;45;Urban area;Owner with mortgage;Post-graduate;single;1;0;2719.25;19;69;Education;> 1.000;2;False;0;0;0;0;0;0;0;0
C;48;Urban area;Owner without mortgage;Highschool;single;1;0;1916.25;15;17;Transportation and storage;between 251-500;12;False;1;0;0;0;1;0;0;0
C;44;County capital;Owner without mortgage;Highschool;married;2;0;1563.0;16;17;Manufacturing;> 1.000;8;True;1;0;0;0;1;0;0;0
C;40;Urban area;Owner without mortgage;University;married;2;0;2036.99;9;24;Missing;> 1.000;5;False;0;0;0;0;0;0;0;0
C;67;Urban area;Owner without mortgage;Highschool;married;2;0;1137.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;42;County capital;Owner with mortgage;University;single;1;0;12087.0;4;10;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
C;39;Urban area;Owner without mortgage;Missing;single;1;0;667.0;2;10;Real estate activities;between 0-10;12;False;0;0;0;0;0;0;0;0
C;25;County capital;Living with family;University;single;1;0;2191.66;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
F;34;County capital;Living with family;University;married;3;1;2044.0;2;6;Professional, scientific and technical activities;between 0-10;2;False;0;0;0;0;0;0;0;0
C;57;County capital;Owner without mortgage;Post secondary school;divorced;1;0;880.0;5;16;Missing;Missing;4;False;0;0;0;0;0;0;0;0
C;41;Urban area;Owner without mortgage;College;married;3;1;1220.0;9;15;Public administration and defence;between 51-100;12;True;1;0;0;0;1;0;0;0
C;54;Urban area;Owner without mortgage;Vocational school;married;2;0;1507.2475;9;21;Real estate activities;between 251-500;1;False;0;0;0;0;0;0;0;0
F;35;Urban area;Living with family;University;married;2;0;1676.0;2;6;Human health and social work activities;between 251-500;11;True;1;0;0;0;1;0;0;0
B;45;Rural area;Owner without mortgage;Post secondary school;single;1;0;702.0;9;10;Public administration and defence;between 21-50;1;False;1;0;0;0;0;0;0;0
B;24;County capital;Living with family;Post secondary school;single;1;0;671.0;2;2;Other;between 251-500;2;False;0;0;0;0;0;0;0;0
F;30;Urban area;Living with family;Highschool;married;3;1;1043.0;7;22;Wholesale and retail trade;between 21-50;9;False;1;0;0;0;0;0;0;0
F;32;Rural area;Owner without mortgage;Highschool;married;2;0;850.0;10;21;Construction;between 101-250;2;True;1;0;0;0;0;1;0;0
C;33;County capital;Owner with mortgage;University;single;1;0;9599.0;3;4;Other;between 101-250;1;False;0;0;0;0;0;0;0;0
F;39;County capital;Owner without mortgage;Post-graduate;married;4;2;12087.85;9;9;Missing;between 0-10;2;False;0;0;0;0;0;0;0;0
B;65;County capital;Owner without mortgage;Highschool;married;2;0;1017.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;25;County capital;Living with family;Highschool;single;1;0;2215.75;3;5;Other;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;39;Rural area;Owner without mortgage;Post secondary school;married;3;1;3053.0;12;85;Human health and social work activities;> 1.000;1;True;1;0;0;0;0;0;0;0
C;63;Urban area;Owner without mortgage;Highschool;married;2;0;1564.0;5;16;Missing;Missing;13;True;1;0;0;0;1;0;0;0
E;48;Urban area;Living with family;College;single;1;0;652.0;2;14;Manufacturing;between 21-50;1;True;1;0;1;0;0;0;0;0
F;40;County capital;Living with family;Highschool;married;2;0;1081.0;7;7;Missing;between 0-10;2;False;0;0;0;0;0;0;0;0
B;27;Urban area;Living with family;University;single;1;0;1205.47;3;10;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
E;44;Rural area;Owner without mortgage;Vocational school;married;2;0;879.33;2;9;Wholesale and retail trade;between 501-1.000;1;True;1;0;1;0;0;0;0;0
C;45;Rural area;Owner without mortgage;Highschool;single;1;0;2548.8;5;21;Transportation and storage;between 251-500;9;False;0;0;0;0;1;0;0;0
C;28;Rural area;Living with family;Vocational school;married;3;1;1410.495;5;5;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;65;County capital;Owner without mortgage;Post secondary school;divorced;1;0;2231.0;5;16;Missing;Missing;10;True;1;0;0;0;0;0;0;0
B;61;Rural area;Other;University;single;1;0;1301.0;3;9;Construction;between 21-50;1;False;0;0;0;0;0;0;0;1
C;67;Rural area;Owner without mortgage;University;married;2;0;1708.0;5;16;Missing;Missing;10;True;1;0;0;0;0;0;0;0
C;32;Urban area;Owner without mortgage;Highschool;married;2;0;1391.8;9;54;Public administration and defence;between 101-250;13;False;0;0;0;0;1;0;0;0
F;31;Rural area;Owner without mortgage;Highschool;married;2;0;698.0;5;18;Wholesale and retail trade;between 11-20;1;False;0;0;0;0;0;0;0;0
F;37;Urban area;Owner with mortgage;Highschool;married;4;2;2021.08;15;15;Electricity and gas;> 1.000;1;True;1;0;0;0;0;0;0;0
B;39;Urban area;Owner with mortgage;University;married;2;0;2120.35;7;20;Professional, scientific and technical activities;between 11-20;2;False;0;0;0;0;0;0;0;0
