season,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,class
a,5.9,c,e,w,t,x,c,r,5.46,11.07,,,w,,,f,f,,d,p
u,0.89,b,g,w,f,,,g,3.3,1.48,,,w,,,f,f,,d,e
a,9.13,f,e,b,f,,c,b,5.03,18.74,,,w,,,t,f,,d,e
a,2.55,f,s,w,f,d,c,w,2.87,7.16,,,w,,,f,f,,g,p
u,20.48,f,d,n,f,d,c,y,6.37,38.78,,k,n,,,f,f,,d,p
a,2.08,f,s,o,f,a,,y,3.31,5.28,,,y,,,f,f,,m,p
a,3.35,s,,y,f,f,f,f,6.3,7.1,,,y,,,f,f,,d,e
a,3.36,x,i,e,f,,,e,3.88,4.55,,,e,,,f,f,n,d,p
u,6.55,x,,y,f,e,,w,5.81,11.47,b,,w,u,y,t,g,,d,e
a,6.35,x,e,e,f,a,,g,8.06,10.39,,,e,,w,t,z,,d,p
a,4.79,f,,u,f,a,,w,4.36,8.33,,,w,,,f,f,,d,p
a,6.57,x,y,n,f,e,c,w,4.93,9.77,,y,n,,,f,f,,d,e
a,10.32,s,,w,t,d,c,w,5.99,23.27,,,w,,,f,f,,d,e
a,4.03,x,,r,f,a,,r,5.26,5.81,,,w,,,f,f,,d,e
a,3.74,s,,y,f,f,f,f,6.55,7.79,,,y,,,f,f,,d,e
a,14.86,x,s,g,f,s,,p,7.91,18.16,,i,n,,,f,f,,d,p
a,19.5,p,y,w,f,,,w,26.85,20.03,s,,n,,,t,m,,m,e
a,4.54,b,h,n,f,,,k,10.34,6.31,,,w,,,t,,k,g,p
a,5.41,x,,y,f,e,,w,6.2,12.15,b,,y,u,y,t,g,,d,e
s,1.95,p,t,n,f,a,c,n,7.85,2.51,,t,y,,,t,e,,m,p
a,19.01,f,k,n,f,d,c,y,5.38,34.43,,k,n,,,f,f,,d,p
a,5.84,x,,y,f,s,d,y,5.37,13.59,,i,y,,,f,f,,d,p
w,19.26,x,s,o,f,p,,y,5.1,39.93,,,n,,,f,f,,d,p
a,3.32,o,,g,f,f,f,f,3.13,15.98,,g,g,,,f,f,,d,p
a,4.51,x,t,o,f,a,c,y,5.97,7.87,,g,o,,,f,f,,g,p
u,11.57,f,s,w,t,e,,n,9.1,17.11,s,,w,,,t,r,,m,e
a,4.58,x,t,o,f,p,,n,6.78,12.56,,,n,,,f,f,,d,e
w,5.11,b,g,n,f,a,d,g,6.61,3.26,,s,n,,,f,f,,d,e
u,0.66,f,,o,f,d,,o,4.42,0.93,,,o,,,f,f,w,g,p
u,6.35,s,,n,f,d,c,w,4.64,8.57,,s,w,,,f,f,,h,e
a,5.7,b,d,n,f,d,c,n,5.15,6.28,,i,n,,,t,,,d,p
a,6.42,x,h,n,f,a,d,n,6.37,5.25,,t,g,,,t,l,,d,e
a,6.12,x,h,n,f,e,,w,13.49,13.09,,s,w,u,w,f,f,,d,e
a,11.19,x,e,y,t,p,,o,8.68,24.95,,,u,,,f,f,,d,p
w,3.48,x,h,n,f,a,c,n,3.91,5.15,,y,n,,,t,z,,d,p
a,5.75,f,,y,f,s,d,y,4.63,12.27,,i,y,,,f,f,,d,p
u,1.41,x,,n,f,,,k,5.22,2.39,,s,n,,,f,f,k,g,p
a,2.73,f,y,o,f,d,,y,3.07,5.41,,,y,,,f,f,,h,p
a,4.04,x,s,y,f,,c,y,7.94,7.57,,,y,u,w,t,z,r,d,p
u,5.65,b,i,k,f,e,,y,7.73,7.31,,,k,,,f,f,,m,p
a,2.44,b,y,n,f,,c,n,6.53,3.07,,,w,,,f,f,,d,e
u,5.88,x,y,n,f,e,c,w,4.46,9.27,,y,n,,,f,f,,d,e
a,7.13,f,y,w,f,e,c,p,5.18,12.39,,,w,,w,t,e,,m,e
u,5.53,x,h,n,f,a,d,n,4.92,4.14,,t,w,,,t,l,,d,e
a,9.46,x,t,n,f,p,d,y,7.95,13.02,,s,n,,,f,f,,g,e
a,4.28,f,t,n,f,x,c,p,5.71,4.49,,i,g,,,f,f,,g,p
w,2.94,b,y,n,f,,c,n,6.21,3.02,,,w,,,f,f,,d,e
s,2.43,b,g,y,f,,c,n,7.42,3.49,,,n,,,f,f,,d,p
u,4.17,b,t,n,f,,,k,9.46,5.36,,,w,,,t,,k,g,p
u,7.16,x,t,y,t,x,c,y,7.74,16.43,,,w,,,f,f,,d,e
a,4.64,x,,e,f,,c,g,3.45,12.17,,,y,,,f,f,,d,p
a,8.5,x,,n,f,a,,w,8.02,14.8,,,g,,,f,f,,g,e
a,1.33,b,g,w,f,,,g,3.14,1.79,,,w,,,f,f,,d,e
a,0.93,x,g,e,t,a,,p,4.59,0.83,,,n,,,f,f,,h,e
s,4.16,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,p
a,7.41,s,,n,f,,,w,3.49,21.76,,,n,,,f,f,,d,e
a,1.03,f,g,e,t,a,,w,5.56,1.03,,,n,,,f,f,,h,e
s,6.64,b,s,n,f,,,w,9.89,12.51,,s,w,,,t,z,,d,p
a,1.77,f,i,k,f,a,,w,3.77,2.57,,,w,,,f,f,p,g,p
u,2.41,f,,w,f,x,c,p,6.88,3.39,,,p,,,f,f,,d,p
a,12.69,f,s,n,f,a,d,w,10.04,16.46,,i,n,,,t,,w,d,e
a,9.29,x,s,n,f,e,c,w,6.5,10.85,,i,w,,,f,f,p,d,e
a,5.1,x,,w,f,,c,w,3.49,13.32,,,y,,,f,f,,d,p
a,6.15,x,y,n,f,e,c,p,6.34,9.64,,y,n,,,f,f,,d,e
u,5.01,f,i,n,f,e,c,n,4.19,12.86,,,w,,,t,l,,w,e
a,7.27,f,,p,f,x,c,w,6.28,18.71,,s,w,,,f,f,,d,e
a,3.63,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,5.35,f,y,n,f,s,,w,4.13,6.94,,,w,,,f,f,,d,e
a,2.89,f,s,g,f,d,c,w,2.78,6.89,,,w,,,f,f,,g,p
a,8.54,x,y,w,t,,,g,8.69,12.84,s,,w,,,t,l,,g,p
u,5.28,f,,e,f,x,,w,6.6,7.7,,,w,,,f,f,,d,p
a,16.69,p,d,e,f,p,,n,15.36,35.33,s,y,w,,,f,f,,d,e
a,7.15,x,h,n,f,e,,w,12.83,13.82,,s,n,u,w,f,f,,d,e
u,7.48,f,,r,f,x,c,n,4.86,10.06,,,w,,,f,f,,d,p
u,0.74,b,t,n,f,,c,g,2.95,2.19,,,n,,,t,f,,g,p
u,1.74,b,g,n,f,,c,n,5.38,2.79,,,n,,,f,f,,m,p
s,53.13,o,y,y,f,p,,y,7.23,49.94,,k,k,,,f,f,,d,e
a,2.7,b,g,w,f,x,d,w,4.59,3.16,,,y,,,f,f,,g,e
a,0.83,x,,o,f,d,,o,4.6,1.09,,,o,,,f,f,w,g,p
w,3.54,x,h,o,f,a,c,e,4.94,6.63,,,e,,,f,f,,m,e
a,8.91,x,w,p,f,s,c,p,4.61,11.12,,,p,,,f,f,,d,p
u,9.89,f,h,r,f,,c,w,10.94,14.82,,,w,u,w,t,g,,d,p
a,9.7,x,t,n,t,p,,y,6.99,17.93,,,n,,w,t,p,,d,e
u,9.01,x,,w,f,x,c,w,10.5,12.17,r,i,w,,,f,f,,h,p
a,7.43,s,t,g,t,d,,g,4.52,13.38,,t,g,,,f,f,,d,p
u,2.94,o,,k,f,f,f,f,3.64,15.82,,g,g,,,f,f,,d,p
a,3.8,x,d,o,f,a,c,e,4.68,6.22,,,e,,,f,f,,g,e
u,7.62,x,d,y,t,p,,r,6.21,12.33,,,e,,,f,f,,d,e
a,9.8,x,,n,t,,,w,11.82,17.01,b,,w,u,w,t,g,,d,e
u,5.71,f,t,e,f,x,,w,12.08,6.18,r,g,n,,,f,f,,d,p
s,1.9,p,t,n,f,a,c,n,4.66,2.32,,t,y,,,t,e,,m,p
u,3.05,s,w,u,f,a,c,u,4.77,5.42,,s,u,,,f,f,,l,p
u,2.47,s,s,w,f,d,c,w,2.84,6.26,,,w,,,f,f,,g,p
u,15.89,x,e,n,t,e,,w,10.06,17.53,,,w,,,t,,,g,e
a,6.95,x,,u,t,x,,n,8.91,18.63,s,,n,,u,f,f,,d,p
w,3.25,f,s,w,f,d,d,w,3.66,6.43,,,w,,,f,f,,m,e
a,2.78,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,p
u,1.93,x,g,y,f,a,,w,6.5,2.57,,t,y,,,f,f,,d,e
u,3.66,f,y,p,f,e,c,w,4.44,3.58,,k,w,,,t,e,,m,p
u,1.41,x,k,n,f,,,n,5.44,1.77,,,n,,,f,f,,d,p
u,2.71,o,,k,f,f,f,f,3.19,14.33,,g,n,,,f,f,,d,p
s,1.49,b,h,n,f,a,,n,4.07,1.48,,t,n,,,f,f,,h,p
u,9.39,p,y,w,f,e,c,w,16.03,12.19,,s,w,,,t,e,,d,e
a,1.49,x,w,n,f,,d,g,4.88,2.38,,,w,,,f,f,,g,e
a,7.9,x,h,r,f,,c,w,10.84,16.33,,,w,u,w,t,g,,d,p
a,5.79,x,e,e,f,a,,n,8.1,9.08,,,y,,w,t,z,,d,p
a,1.31,x,s,y,f,f,f,f,3.25,5.54,,,y,,,f,f,,d,p
a,9.48,s,t,w,t,d,c,o,5.68,17.12,,,w,,,f,f,,d,e
a,3.63,f,d,b,f,x,c,w,4.49,2.78,b,i,n,,,f,f,,l,p
a,6.51,x,y,n,f,a,c,n,11.28,11.23,,y,y,,,t,,,d,p
a,2.43,f,h,n,f,,c,n,4.76,5.86,,s,w,,w,f,f,k,d,e
a,2.38,c,h,n,f,,,y,7.75,2.76,,,y,,,f,f,,g,p
a,3.88,b,y,n,f,,c,u,6.0,4.53,s,s,w,,,f,f,,d,p
a,15.58,x,e,n,t,e,,w,9.93,16.86,,,w,,,t,,,g,e
u,17.36,x,s,n,f,a,d,k,7.84,24.1,,,w,,,f,f,w,d,e
u,4.7,b,s,y,f,,c,k,9.28,8.04,,,y,u,w,t,z,r,d,p
a,3.85,s,,n,f,f,f,f,6.2,7.6,,,o,,,f,f,,d,e
a,3.07,f,h,n,f,,c,n,5.43,6.07,,s,w,,w,f,f,k,d,e
w,13.26,x,e,g,f,a,c,w,9.78,28.81,s,,w,,,f,f,,d,e
a,6.74,s,,n,f,d,c,w,5.58,9.01,,s,w,,,f,f,,h,e
a,2.59,x,g,e,f,a,,p,6.12,2.58,,,w,,,f,f,,d,p
a,7.76,s,h,r,t,d,,w,4.49,13.03,,t,g,,,f,f,,d,p
u,7.86,o,,e,f,f,f,f,2.68,23.56,,g,n,,,f,f,,d,p
u,7.14,s,l,w,f,d,,p,3.67,9.02,,,w,,,f,f,,d,e
w,15.92,s,k,w,t,d,d,w,6.78,27.25,,,w,,,f,f,,d,p
a,3.18,x,,n,f,x,c,p,8.76,4.09,,,p,,,f,f,,l,p
u,2.47,b,,g,f,a,,g,5.32,2.05,,s,g,,,f,f,,d,p
u,22.19,p,t,n,f,p,,y,20.05,77.94,,,n,,,f,f,,d,e
a,6.8,c,h,n,f,e,,w,13.0,12.16,,s,n,u,w,f,f,,d,e
a,15.67,x,y,n,t,e,,w,10.59,19.51,,,w,,,t,,,d,e
u,10.43,x,e,y,f,x,c,w,7.39,19.08,,,w,,,f,f,,d,e
a,9.51,x,,n,f,x,c,w,10.78,13.79,r,i,w,,,f,f,,d,p
a,6.37,x,d,e,t,p,,y,5.34,12.52,,,e,,,f,f,,d,e
s,4.98,o,,g,f,f,f,f,5.31,17.0,,,n,,,f,f,,d,e
a,2.54,x,s,g,f,d,c,w,2.92,6.8,,,w,,,f,f,,g,p
a,8.71,f,s,n,f,s,c,w,6.3,10.74,b,i,n,,,f,f,,l,e
u,46.92,o,y,y,f,p,,y,5.97,29.04,,k,k,,,f,f,,d,e
a,12.9,x,t,n,f,a,d,y,4.84,16.27,,,w,,,f,f,w,d,e
a,8.82,p,y,w,f,,,p,16.92,18.91,,,w,,,f,f,,d,p
u,11.88,x,e,y,t,p,,o,9.0,31.45,,,e,,,f,f,,d,p
a,8.25,p,,g,f,a,,w,7.31,13.97,,,g,,,f,f,,d,e
u,3.58,b,w,r,f,a,,y,5.11,5.67,,t,r,,,f,f,,g,p
u,5.89,b,s,g,f,,,w,7.89,11.89,,s,w,,,t,z,,d,p
u,4.86,o,,w,f,f,f,f,5.55,32.57,,g,w,,,t,f,,d,p
u,8.51,x,d,o,f,a,,y,8.32,22.57,r,,y,,,t,r,n,d,p
a,2.88,s,d,w,f,a,d,w,2.85,2.21,,h,w,,,f,f,,g,p
a,1.52,b,h,n,f,a,,n,4.19,1.51,,t,n,,,f,f,,g,p
u,4.38,b,y,l,f,s,c,g,6.84,7.92,,y,n,,,t,e,u,g,p
u,3.57,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,3.19,b,y,e,f,e,c,n,4.92,3.52,,k,w,,,t,e,,m,p
a,4.24,x,s,o,f,p,,n,5.2,10.14,,,n,,,f,f,,d,e
u,8.65,f,,r,f,x,c,n,6.63,12.72,,,w,,,f,f,,d,p
u,2.13,p,t,n,f,a,c,g,7.61,2.47,,t,y,,,t,e,,m,p
a,7.61,f,h,k,f,s,d,g,5.69,10.32,,s,g,,,f,f,,d,e
w,3.97,x,t,n,f,d,,o,5.92,6.45,,t,o,,,f,f,,d,e
a,5.65,x,s,n,f,s,,n,5.78,7.11,,y,n,,,f,f,,d,p
a,2.79,x,t,n,f,s,c,p,4.35,6.06,,,w,,n,t,z,,d,p
u,5.6,x,t,n,f,e,,w,12.83,13.13,,s,w,u,w,f,f,,d,e
w,8.85,x,t,n,f,s,,n,6.86,9.62,,y,n,,,f,f,,d,p
a,6.62,x,,y,f,s,d,y,6.73,16.23,,i,y,,,f,f,,d,p
a,10.39,x,y,n,t,e,,p,8.89,18.19,,y,w,,,t,p,,d,e
a,4.18,o,l,n,f,f,f,f,6.58,52.67,,,n,,,f,f,g,l,e
u,3.97,f,y,g,f,s,,w,4.78,7.14,,,w,,,f,f,,d,e
u,4.27,x,,w,f,x,c,p,8.55,4.29,,,n,,,f,f,,d,p
a,2.19,f,t,n,f,,,y,7.95,3.48,,,y,,,f,f,,g,p
u,2.5,x,,b,f,,d,u,6.29,5.05,,,w,,,f,f,,d,e
a,4.19,b,h,r,f,s,c,u,5.06,6.88,,y,w,,,t,e,u,g,p
a,12.35,s,,w,t,d,c,y,6.28,25.54,,,w,,,f,f,,d,e
a,3.42,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,7.26,s,,n,f,d,c,w,5.75,7.98,,s,w,,,f,f,,h,e
u,7.37,f,h,e,f,x,d,w,5.61,16.5,b,,w,,,f,f,,d,p
a,5.69,p,s,g,f,,,k,11.78,13.05,,s,w,,,t,z,,g,p
u,5.84,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,4.23,f,d,b,f,x,c,w,4.75,3.36,b,i,n,,,f,f,,l,p
a,3.53,s,d,w,f,d,d,w,3.25,2.45,,h,w,,,f,f,,g,p
u,8.62,x,,w,f,x,c,w,10.04,10.76,r,i,w,,,f,f,,d,p
a,1.57,x,,n,f,,,k,5.31,2.83,,s,n,,,f,f,k,g,p
a,0.47,b,t,n,f,,c,g,2.51,2.27,,,n,,,t,f,,g,p
u,8.05,x,h,r,f,,c,w,10.85,14.45,,,w,u,w,t,p,,d,p
a,8.52,x,e,l,f,x,c,w,6.59,18.98,,,w,,,f,f,,d,e
a,5.91,x,,n,f,d,c,w,5.31,9.98,b,,n,,,f,f,,d,p
s,8.1,f,d,w,f,s,c,w,7.16,29.57,,,w,,,f,f,,m,e
a,1.35,x,g,n,f,d,d,n,1.62,2.0,,s,n,,,f,f,,h,p
u,2.87,b,y,n,f,,c,k,6.0,3.07,,,w,,,f,f,,d,e
u,4.5,x,h,r,f,s,c,g,6.57,8.31,,y,w,,,t,e,u,d,p
a,2.65,f,y,n,f,d,d,p,4.93,3.37,,i,n,,,f,f,,h,e
a,3.51,f,d,n,f,x,c,y,4.08,3.05,b,i,n,,,f,f,,l,p
a,5.79,s,d,y,f,d,c,o,3.77,6.21,,,o,,,f,f,,h,p
a,6.52,o,k,n,f,,c,o,1.61,15.27,,,y,,,f,f,,d,p
a,7.83,s,d,e,t,d,c,w,6.36,8.49,,,n,,,f,f,,d,p
u,6.19,x,,y,f,e,,w,5.99,11.99,b,,w,u,w,t,g,,d,e
a,9.18,x,t,n,f,p,d,y,8.1,13.86,,s,n,,,f,f,,g,e
u,11.86,x,e,y,t,p,,o,7.33,31.21,,,u,,,f,f,,d,p
a,3.89,x,h,n,f,,c,n,6.73,7.3,,s,w,,w,f,f,k,d,e
a,22.62,f,k,w,t,d,d,n,7.76,33.71,,,w,,,f,f,,d,p
u,3.45,b,y,n,f,,c,u,6.63,4.68,s,s,w,,,f,f,,d,p
a,11.09,x,s,r,f,x,,n,6.8,25.57,,,n,,,f,f,,d,e
u,7.45,x,k,n,f,d,c,y,6.1,6.73,,i,y,,,t,,,d,p
a,9.52,x,,n,t,,,w,8.77,17.63,b,,w,u,w,t,g,,d,e
a,3.3,x,t,r,f,s,c,n,5.97,6.17,,y,l,,,t,e,k,g,p
u,4.69,x,,n,f,x,c,n,8.36,9.56,b,,n,,w,t,,,g,e
u,8.0,x,,e,f,x,c,w,6.63,12.87,,s,w,,,f,f,,d,e
u,3.26,f,h,n,f,,c,n,5.69,6.12,,s,w,,w,f,f,k,d,e
a,8.85,s,,n,f,s,c,p,7.41,20.06,b,,u,,,f,f,,g,e
a,6.46,f,s,u,f,a,c,w,4.27,14.06,,,w,,,f,f,,d,e
a,1.03,x,g,w,f,a,d,w,3.18,1.48,,,e,,,f,f,,d,p
a,9.79,x,y,y,f,,,w,5.39,22.73,b,,n,,w,t,e,,d,e
a,6.55,s,t,r,t,d,,g,4.59,13.03,,t,g,,,f,f,,d,p
u,0.61,x,g,o,f,,,y,3.46,0.82,,,w,,,f,f,,d,p
u,6.14,b,y,n,f,,,w,9.24,12.63,,s,w,,,t,z,,g,p
s,46.89,o,y,y,f,p,,y,6.34,34.24,,k,k,,,f,f,,d,e
a,22.24,f,s,n,f,a,d,y,8.31,27.1,,,w,,,f,f,w,d,e
u,3.89,f,k,y,f,p,,n,3.23,4.82,,k,n,,,t,f,,d,p
u,2.68,f,d,p,t,d,c,p,3.52,4.77,,,g,,,f,f,,d,e
a,6.27,f,i,n,f,e,c,n,4.58,12.43,,,w,,,t,r,,w,e
a,3.43,f,s,w,f,d,d,w,4.43,6.66,,,w,,,f,f,,g,e
u,7.34,x,t,y,t,x,c,y,8.07,15.82,,,w,,,f,f,,d,e
a,7.01,s,d,e,t,d,c,w,6.75,9.08,,,e,,,f,f,,d,p
u,11.12,x,t,r,t,d,c,n,5.44,15.95,,,n,,,f,f,,h,p
a,4.68,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,p
u,4.55,x,h,e,f,a,c,e,5.12,7.35,,,o,,,f,f,,g,e
a,12.97,f,t,r,t,d,c,n,6.54,15.7,,,n,,,f,f,,d,p
w,10.99,s,e,n,f,d,c,w,8.59,25.01,s,,w,,,f,f,,d,e
a,4.74,x,t,n,f,a,c,n,5.26,7.13,,y,n,,,t,z,,d,p
a,4.01,f,,w,f,x,c,n,6.84,4.35,,,w,,,f,f,,d,e
u,3.01,o,,k,f,f,f,f,2.92,14.18,,g,g,,,f,f,,d,p
u,8.39,x,h,y,f,p,,y,7.19,14.09,,,y,,y,t,,,d,e
a,3.88,f,y,w,f,e,c,w,4.14,3.29,,k,w,,,t,e,,d,p
u,0.7,x,g,n,t,a,,p,4.62,0.98,,,n,,,f,f,,h,e
u,2.25,s,w,o,t,d,c,y,3.13,4.66,,,n,,,f,f,,d,p
w,4.05,x,t,n,f,d,,o,6.33,8.37,,t,w,,,f,f,,d,e
u,1.05,b,t,y,f,,c,g,4.68,2.63,,,n,,,t,f,,g,p
w,4.0,b,h,n,f,,,n,8.9,6.2,,,w,,,t,,k,g,p
u,9.33,x,e,y,f,x,c,w,7.98,20.79,,,w,,,f,f,,d,e
s,10.77,f,s,w,f,e,c,w,17.61,12.48,,s,w,,,t,e,,g,e
a,3.73,b,g,n,f,a,d,g,5.21,3.0,,s,n,,,f,f,,d,e
a,16.17,p,y,w,f,,,w,24.84,20.68,s,,n,,,t,m,,d,e
u,5.65,x,,y,f,e,,w,6.18,12.74,b,,y,u,w,t,g,,d,e
s,3.11,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,p
a,4.06,b,y,n,f,,c,w,6.66,4.53,s,s,w,,,f,f,,d,p
a,2.82,x,i,e,f,,,e,3.94,4.7,,,e,,,f,f,n,d,p
a,4.09,x,s,o,f,d,d,b,4.97,11.54,,,w,,,f,f,,g,e
a,1.58,b,h,n,f,a,,n,5.08,1.76,,t,n,,,f,f,,d,p
a,16.98,f,k,n,f,d,c,y,6.03,30.87,,k,n,,,f,f,,d,p
a,5.55,x,g,n,f,e,,w,7.19,12.25,,y,w,u,w,t,p,,d,p
a,3.81,x,,l,f,d,,r,6.72,7.01,,,r,,,f,f,,d,e
a,4.26,x,s,y,f,,c,r,7.39,7.12,,,y,u,w,t,z,k,d,p
a,7.55,x,h,y,f,p,,y,7.99,15.42,,,y,,y,t,,,d,e
a,4.43,x,h,y,f,a,c,y,6.18,8.0,,g,o,,,f,f,,g,p
a,4.42,s,,n,f,f,f,f,6.96,8.77,,,o,,,f,f,,d,e
a,4.43,x,t,y,f,a,c,y,5.77,7.17,,g,o,,,f,f,,g,p
a,13.92,s,e,g,f,d,c,w,8.14,22.85,s,,w,,,f,f,,d,e
a,8.33,x,,y,f,a,c,w,6.5,15.11,,,w,,,f,f,,d,e
a,1.19,c,g,n,f,a,,w,4.47,1.22,,,g,,,f,f,,l,e
a,3.4,s,w,u,f,a,c,u,4.97,4.94,,s,u,,,f,f,,l,p
u,7.07,f,i,n,f,e,c,n,4.2,12.31,,,w,,,t,l,,w,e
u,11.39,p,,n,f,p,,w,11.52,33.31,c,,n,,,f,f,p,d,p
a,7.09,f,t,n,f,x,c,y,5.67,15.18,,,y,,,f,f,,d,p
u,3.15,s,d,p,t,d,c,p,3.72,4.75,,,g,,,f,f,,d,e
a,10.48,x,i,n,t,e,,p,8.95,16.62,,y,w,,,t,p,,l,e
u,5.49,f,l,e,f,x,d,n,6.09,4.86,,,y,,,f,f,,d,p
u,8.95,x,h,r,f,,c,w,10.68,13.92,,,w,u,w,t,g,,d,p
u,9.88,x,,n,t,,,w,8.75,14.58,b,,w,u,w,t,g,,d,e
a,4.55,f,,y,f,s,d,y,5.89,13.33,,i,y,,,f,f,,d,p
u,4.12,b,g,w,f,x,d,w,4.68,3.24,,,y,,,f,f,,g,e
a,4.11,s,,n,f,f,f,f,6.08,7.33,,,o,,,f,f,,d,e
w,22.13,x,d,k,f,p,,y,6.37,47.55,,,n,,,f,f,,d,p
u,11.12,o,,n,f,f,f,f,4.82,28.15,,g,n,,,f,f,,d,p
a,2.62,p,t,n,f,a,c,n,7.85,2.7,,t,y,,,t,e,,m,p
a,10.07,p,,n,f,p,,w,10.79,36.36,c,,n,,,f,f,p,d,p
a,1.61,c,g,n,f,a,,g,5.59,1.72,,,g,,,f,f,,l,e
u,9.11,s,t,o,t,d,c,o,5.09,16.84,,,w,,,f,f,,d,e
u,6.51,x,h,n,f,p,d,y,6.09,12.08,,s,n,,,f,f,,h,e
a,7.15,x,t,n,f,s,,n,5.25,7.22,,y,n,,,f,f,,d,p
u,7.92,x,h,e,f,x,d,w,5.65,17.13,b,,w,,,f,f,,d,p
a,10.6,f,s,w,f,e,c,p,18.33,12.84,,s,w,,,t,e,,u,e
a,11.42,x,e,l,f,x,c,w,7.64,19.55,,,w,,,f,f,,d,e
u,6.44,f,i,n,f,e,c,p,4.07,12.3,,,w,,,t,l,,w,e
s,4.29,b,s,y,f,,c,y,7.88,7.21,,,y,u,w,t,z,k,d,p
u,5.18,c,e,y,t,x,c,y,6.53,11.77,,,w,,,f,f,,g,p
a,4.02,s,,n,f,f,f,f,6.86,8.46,,,o,,,f,f,,d,e
u,7.43,x,d,n,t,p,,r,5.51,12.36,,,y,,,f,f,,d,e
u,10.64,o,,e,f,f,f,f,3.59,23.75,,g,n,,,f,f,,d,p
u,15.8,f,y,n,f,,,w,24.21,18.22,s,,n,,,t,m,,m,e
a,3.09,x,d,w,f,a,d,p,3.69,2.67,,h,w,,,f,f,,g,p
a,1.48,x,,n,f,,,n,4.97,2.57,,s,n,,,f,f,k,g,p
u,11.56,x,t,g,t,d,c,w,5.21,25.68,,,n,,,f,f,,d,p
u,3.29,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,p
a,2.85,f,y,w,f,e,c,w,4.7,3.4,,k,w,,,t,e,,d,p
u,18.29,x,d,o,f,p,,w,16.59,34.45,s,y,w,,,f,f,,d,e
a,7.33,x,,g,f,a,,w,7.12,12.48,,,g,,,f,f,,d,e
u,6.37,p,g,n,f,e,,w,8.65,16.68,,y,w,u,w,t,p,,d,p
u,4.96,s,l,w,f,d,,p,3.4,8.48,,,w,,,f,f,,d,e
u,14.15,x,e,n,t,e,,w,9.27,16.44,,,w,,,t,,,g,e
a,8.54,f,h,r,f,,c,w,10.71,15.92,,,w,u,w,t,g,,d,p
w,4.48,o,e,r,f,,c,y,1.21,13.51,,,y,,,f,f,,d,p
a,4.95,x,,w,f,d,,r,6.73,8.23,,,l,,,f,f,,d,e
a,5.52,f,d,o,f,d,d,o,6.08,11.35,,,w,,,f,f,,g,e
a,8.11,s,,n,f,,,w,4.86,21.94,,,n,,,f,f,,d,e
u,6.17,x,h,y,t,x,c,y,7.35,15.64,,,w,,,f,f,,d,e
a,3.65,f,k,n,f,s,,p,3.7,3.44,,,n,,,f,f,p,g,p
a,6.6,x,d,n,f,a,c,y,6.29,7.45,,i,n,,,t,,,d,p
u,10.77,s,t,o,t,d,c,o,6.16,17.24,,,w,,,f,f,,d,e
w,2.87,b,y,n,f,,c,n,6.19,2.68,,,w,,,f,f,,d,e
u,12.29,f,,g,f,e,,w,11.22,15.97,,,w,u,w,t,e,,d,p
u,2.79,f,w,o,t,d,c,n,2.98,6.26,,,n,,,f,f,,d,p
w,4.34,x,t,n,f,d,,o,6.24,6.31,,t,w,,,f,f,,d,e
u,1.27,b,h,n,f,a,,n,4.05,1.58,,t,n,,,f,f,,h,p
u,7.04,x,t,y,t,x,c,y,7.39,14.69,,,w,,,f,f,,d,e
u,3.24,x,t,n,f,s,c,p,5.11,8.28,,,w,,n,t,z,,d,p
a,6.5,f,w,y,f,f,f,f,6.39,16.58,,,y,,,f,f,,d,e
a,13.37,f,s,n,t,e,,n,9.9,17.95,s,,w,,,t,r,,m,e
u,1.43,c,g,n,f,a,,g,5.43,1.59,,,g,,,f,f,,d,e
a,5.55,s,d,b,f,d,d,o,6.5,12.68,,,w,,,f,f,,m,e
a,13.37,f,y,w,f,,,w,23.69,21.44,s,,n,,,t,m,,m,e
w,8.36,x,,g,f,s,c,p,6.39,19.26,b,,u,,,f,f,,d,e
a,0.7,f,,o,f,d,,o,4.72,1.06,,,o,,,f,f,w,g,p
u,7.04,x,i,n,f,a,c,k,7.71,7.43,,i,n,,k,t,z,k,g,p
a,5.89,x,s,n,f,x,c,w,7.16,9.7,,s,n,,,f,f,,l,e
a,2.77,f,,p,f,x,,w,3.55,5.47,,,w,,,f,f,,d,p
u,1.31,x,,n,f,,,n,4.68,2.37,,s,n,,,f,f,k,g,p
a,4.23,f,,w,f,x,c,p,8.61,4.04,,,p,,,f,f,,l,p
